time,actuator_1_input,actuator_2_input,actuator_3_input,base_pos_x,base_pos_y,base_pos_z,cs1_pos_x,cs1_pos_y,cs1_pos_z,cs2_pos_x,cs2_pos_y,cs2_pos_z,cs3_pos_x,cs3_pos_y,cs3_pos_z,cs4_pos_x,cs4_pos_y,cs4_pos_z,cs5_pos_x,cs5_pos_y,cs5_pos_z,cs6_pos_x,cs6_pos_y,cs6_pos_z,cs7_pos_x,cs7_pos_y,cs7_pos_z,cs8_pos_x,cs8_pos_y,cs8_pos_z,cs9_pos_x,cs9_pos_y,cs9_pos_z,cs10_pos_x,cs10_pos_y,cs10_pos_z,cs11_pos_x,cs11_pos_y,cs11_pos_z,cs12_pos_x,cs12_pos_y,cs12_pos_z,cs13_pos_x,cs13_pos_y,cs13_pos_z,cs14_pos_x,cs14_pos_y,cs14_pos_z,cs15_pos_x,cs15_pos_y,cs15_pos_z,cs16_pos_x,cs16_pos_y,cs16_pos_z,cs17_pos_x,cs17_pos_y,cs17_pos_z,cs18_pos_x,cs18_pos_y,cs18_pos_z,cs19_pos_x,cs19_pos_y,cs19_pos_z,cs20_pos_x,cs20_pos_y,cs20_pos_z,cs21_pos_x,cs21_pos_y,cs21_pos_z,cs22_pos_x,cs22_pos_y,cs22_pos_z,cs23_pos_x,cs23_pos_y,cs23_pos_z,cs24_pos_x,cs24_pos_y,cs24_pos_z,cs25_pos_x,cs25_pos_y,cs25_pos_z,cs26_pos_x,cs26_pos_y,cs26_pos_z,cs27_pos_x,cs27_pos_y,cs27_pos_z,cs28_pos_x,cs28_pos_y,cs28_pos_z,cs29_pos_x,cs29_pos_y,cs29_pos_z,cs30_pos_x,cs30_pos_y,cs30_pos_z,cs31_pos_x,cs31_pos_y,cs31_pos_z,cs32_pos_x,cs32_pos_y,cs32_pos_z,cs33_pos_x,cs33_pos_y,cs33_pos_z,cs34_pos_x,cs34_pos_y,cs34_pos_z,cs35_pos_x,cs35_pos_y,cs35_pos_z,cs36_pos_x,cs36_pos_y,cs36_pos_z,cs37_pos_x,cs37_pos_y,cs37_pos_z,cs38_pos_x,cs38_pos_y,cs38_pos_z,tip_pos_x,tip_pos_y,tip_pos_z
1770565168.7227216,0.0,0.0,0.0,0.0,0.0,0.0,1.9028569650474214e-07,0.0,-0.010019427447420957,3.787650387922092e-07,0.0,-0.020038854894876057,5.654380268623951e-07,0.0,-0.030058282342364975,7.503046607152937e-07,0.0,-0.04007770978988739,9.333649403508992e-07,0.0,-0.05009713723744297,1.1146188657692053e-06,0.0,-0.06011656468503138,1.2940664369702066e-06,0.0,-0.07013599213265233,1.4717076539538967e-06,0.0,-0.08015541958030545,1.6475425167202702e-06,0.0,-0.09017484702799043,1.8215710252693214e-06,0.0,-0.10019427447570696,1.993793179601044e-06,0.0,-0.11021370192345468,2.1642089797154337e-06,0.0,-0.1202331293712333,2.332818425612484e-06,0.0,-0.1302525568190425,2.4996215172921897e-06,0.0,-0.14027198426688192,2.664618254754545e-06,0.0,-0.15029141171475124,2.8278086379995448e-06,0.0,-0.16031083916265015,2.989192667027184e-06,0.0,-0.17033026661057832,3.148770341837457e-06,0.0,-0.1803496940585354,3.306541662430359e-06,0.0,-0.19036912150652113,3.4625066288058847e-06,0.0,-0.20038854895453515,3.6166652409640287e-06,0.0,-0.21040797640257708,3.7690174989047866e-06,0.0,-0.22042740385064666,3.9195634026281534e-06,0.0,-0.23044683129874355,4.068302952134124e-06,0.0,-0.2404662587468674,4.215236147422693e-06,0.0,-0.25048568619501793,4.360362988493856e-06,0.0,-0.2605051136431948,4.503683475347609e-06,0.0,-0.2705245410913976,4.645197607983946e-06,0.0,-0.28054396853962615,4.784905386402863e-06,0.0,-0.29056339598787995,4.922806810604356e-06,0.0,-0.30058282343615883,5.05890188058842e-06,0.0,-0.3106022508844624,5.1931905963550515e-06,0.0,-0.32062167833279037,5.325672957904245e-06,0.0,-0.3306411057811424,5.456348965235996e-06,0.0,-0.34066053322951817,5.585218618350301e-06,0.0,-0.3506799606779173,5.712281917247156e-06,0.0,-0.36069938812633945,5.837538861926556e-06,0.0,-0.3707188155747844,5.960989452388497e-06,0.0,-0.3807382430232518,6.082633688632976e-06,0.0,-0.3907576704717413
1770565168.8165445,0.0,0.0,0.0,0.0,0.0,0.0,1.9028569650474214e-07,0.0,-0.010019427447420957,3.787650387922092e-07,0.0,-0.020038854894876057,5.654380268623951e-07,0.0,-0.030058282342364975,7.503046607152937e-07,0.0,-0.04007770978988739,9.333649403508992e-07,0.0,-0.05009713723744297,1.1146188657692053e-06,0.0,-0.06011656468503138,1.2940664369702066e-06,0.0,-0.07013599213265233,1.4717076539538967e-06,0.0,-0.08015541958030545,1.6475425167202702e-06,0.0,-0.09017484702799043,1.8215710252693214e-06,0.0,-0.10019427447570696,1.993793179601044e-06,0.0,-0.11021370192345468,2.1642089797154337e-06,0.0,-0.1202331293712333,2.332818425612484e-06,0.0,-0.1302525568190425,2.4996215172921897e-06,0.0,-0.14027198426688192,2.664618254754545e-06,0.0,-0.15029141171475124,2.8278086379995448e-06,0.0,-0.16031083916265015,2.989192667027184e-06,0.0,-0.17033026661057832,3.148770341837457e-06,0.0,-0.1803496940585354,3.306541662430359e-06,0.0,-0.19036912150652113,3.4625066288058847e-06,0.0,-0.20038854895453515,3.6166652409640287e-06,0.0,-0.21040797640257708,3.7690174989047866e-06,0.0,-0.22042740385064666,3.9195634026281534e-06,0.0,-0.23044683129874355,4.068302952134124e-06,0.0,-0.2404662587468674,4.215236147422693e-06,0.0,-0.25048568619501793,4.360362988493856e-06,0.0,-0.2605051136431948,4.503683475347609e-06,0.0,-0.2705245410913976,4.645197607983946e-06,0.0,-0.28054396853962615,4.784905386402863e-06,0.0,-0.29056339598787995,4.922806810604356e-06,0.0,-0.30058282343615883,5.05890188058842e-06,0.0,-0.3106022508844624,5.1931905963550515e-06,0.0,-0.32062167833279037,5.325672957904245e-06,0.0,-0.3306411057811424,5.456348965235996e-06,0.0,-0.34066053322951817,5.585218618350301e-06,0.0,-0.3506799606779173,5.712281917247156e-06,0.0,-0.36069938812633945,5.837538861926556e-06,0.0,-0.3707188155747844,5.960989452388497e-06,0.0,-0.3807382430232518,6.082633688632976e-06,0.0,-0.3907576704717413
1770565168.9134023,0.0,0.0,0.0,0.0,0.0,0.0,1.9028569650474214e-07,0.0,-0.010019427447420957,3.787650387922092e-07,0.0,-0.020038854894876057,5.654380268623951e-07,0.0,-0.030058282342364975,7.503046607152937e-07,0.0,-0.04007770978988739,9.333649403508992e-07,0.0,-0.05009713723744297,1.1146188657692053e-06,0.0,-0.06011656468503138,1.2940664369702066e-06,0.0,-0.07013599213265233,1.4717076539538967e-06,0.0,-0.08015541958030545,1.6475425167202702e-06,0.0,-0.09017484702799043,1.8215710252693214e-06,0.0,-0.10019427447570696,1.993793179601044e-06,0.0,-0.11021370192345468,2.1642089797154337e-06,0.0,-0.1202331293712333,2.332818425612484e-06,0.0,-0.1302525568190425,2.4996215172921897e-06,0.0,-0.14027198426688192,2.664618254754545e-06,0.0,-0.15029141171475124,2.8278086379995448e-06,0.0,-0.16031083916265015,2.989192667027184e-06,0.0,-0.17033026661057832,3.148770341837457e-06,0.0,-0.1803496940585354,3.306541662430359e-06,0.0,-0.19036912150652113,3.4625066288058847e-06,0.0,-0.20038854895453515,3.6166652409640287e-06,0.0,-0.21040797640257708,3.7690174989047866e-06,0.0,-0.22042740385064666,3.9195634026281534e-06,0.0,-0.23044683129874355,4.068302952134124e-06,0.0,-0.2404662587468674,4.215236147422693e-06,0.0,-0.25048568619501793,4.360362988493856e-06,0.0,-0.2605051136431948,4.503683475347609e-06,0.0,-0.2705245410913976,4.645197607983946e-06,0.0,-0.28054396853962615,4.784905386402863e-06,0.0,-0.29056339598787995,4.922806810604356e-06,0.0,-0.30058282343615883,5.05890188058842e-06,0.0,-0.3106022508844624,5.1931905963550515e-06,0.0,-0.32062167833279037,5.325672957904245e-06,0.0,-0.3306411057811424,5.456348965235996e-06,0.0,-0.34066053322951817,5.585218618350301e-06,0.0,-0.3506799606779173,5.712281917247156e-06,0.0,-0.36069938812633945,5.837538861926556e-06,0.0,-0.3707188155747844,5.960989452388497e-06,0.0,-0.3807382430232518,6.082633688632976e-06,0.0,-0.3907576704717413
1770565169.0267835,0.0,0.0,0.0,0.0,0.0,0.0,1.9028569650474214e-07,0.0,-0.010019427447420957,3.787650387922092e-07,0.0,-0.020038854894876057,5.654380268623951e-07,0.0,-0.030058282342364975,7.503046607152937e-07,0.0,-0.04007770978988739,9.333649403508992e-07,0.0,-0.05009713723744297,1.1146188657692053e-06,0.0,-0.06011656468503138,1.2940664369702066e-06,0.0,-0.07013599213265233,1.4717076539538967e-06,0.0,-0.08015541958030545,1.6475425167202702e-06,0.0,-0.09017484702799043,1.8215710252693214e-06,0.0,-0.10019427447570696,1.993793179601044e-06,0.0,-0.11021370192345468,2.1642089797154337e-06,0.0,-0.1202331293712333,2.332818425612484e-06,0.0,-0.1302525568190425,2.4996215172921897e-06,0.0,-0.14027198426688192,2.664618254754545e-06,0.0,-0.15029141171475124,2.8278086379995448e-06,0.0,-0.16031083916265015,2.989192667027184e-06,0.0,-0.17033026661057832,3.148770341837457e-06,0.0,-0.1803496940585354,3.306541662430359e-06,0.0,-0.19036912150652113,3.4625066288058847e-06,0.0,-0.20038854895453515,3.6166652409640287e-06,0.0,-0.21040797640257708,3.7690174989047866e-06,0.0,-0.22042740385064666,3.9195634026281534e-06,0.0,-0.23044683129874355,4.068302952134124e-06,0.0,-0.2404662587468674,4.215236147422693e-06,0.0,-0.25048568619501793,4.360362988493856e-06,0.0,-0.2605051136431948,4.503683475347609e-06,0.0,-0.2705245410913976,4.645197607983946e-06,0.0,-0.28054396853962615,4.784905386402863e-06,0.0,-0.29056339598787995,4.922806810604356e-06,0.0,-0.30058282343615883,5.05890188058842e-06,0.0,-0.3106022508844624,5.1931905963550515e-06,0.0,-0.32062167833279037,5.325672957904245e-06,0.0,-0.3306411057811424,5.456348965235996e-06,0.0,-0.34066053322951817,5.585218618350301e-06,0.0,-0.3506799606779173,5.712281917247156e-06,0.0,-0.36069938812633945,5.837538861926556e-06,0.0,-0.3707188155747844,5.960989452388497e-06,0.0,-0.3807382430232518,6.082633688632976e-06,0.0,-0.3907576704717413
1770565169.1222825,0.0,0.0,0.0,0.0,0.0,0.0,1.9028569650474214e-07,0.0,-0.010019427447420957,3.787650387922092e-07,0.0,-0.020038854894876057,5.654380268623951e-07,0.0,-0.030058282342364975,7.503046607152937e-07,0.0,-0.04007770978988739,9.333649403508992e-07,0.0,-0.05009713723744297,1.1146188657692053e-06,0.0,-0.06011656468503138,1.2940664369702066e-06,0.0,-0.07013599213265233,1.4717076539538967e-06,0.0,-0.08015541958030545,1.6475425167202702e-06,0.0,-0.09017484702799043,1.8215710252693214e-06,0.0,-0.10019427447570696,1.993793179601044e-06,0.0,-0.11021370192345468,2.1642089797154337e-06,0.0,-0.1202331293712333,2.332818425612484e-06,0.0,-0.1302525568190425,2.4996215172921897e-06,0.0,-0.14027198426688192,2.664618254754545e-06,0.0,-0.15029141171475124,2.8278086379995448e-06,0.0,-0.16031083916265015,2.989192667027184e-06,0.0,-0.17033026661057832,3.148770341837457e-06,0.0,-0.1803496940585354,3.306541662430359e-06,0.0,-0.19036912150652113,3.4625066288058847e-06,0.0,-0.20038854895453515,3.6166652409640287e-06,0.0,-0.21040797640257708,3.7690174989047866e-06,0.0,-0.22042740385064666,3.9195634026281534e-06,0.0,-0.23044683129874355,4.068302952134124e-06,0.0,-0.2404662587468674,4.215236147422693e-06,0.0,-0.25048568619501793,4.360362988493856e-06,0.0,-0.2605051136431948,4.503683475347609e-06,0.0,-0.2705245410913976,4.645197607983946e-06,0.0,-0.28054396853962615,4.784905386402863e-06,0.0,-0.29056339598787995,4.922806810604356e-06,0.0,-0.30058282343615883,5.05890188058842e-06,0.0,-0.3106022508844624,5.1931905963550515e-06,0.0,-0.32062167833279037,5.325672957904245e-06,0.0,-0.3306411057811424,5.456348965235996e-06,0.0,-0.34066053322951817,5.585218618350301e-06,0.0,-0.3506799606779173,5.712281917247156e-06,0.0,-0.36069938812633945,5.837538861926556e-06,0.0,-0.3707188155747844,5.960989452388497e-06,0.0,-0.3807382430232518,6.082633688632976e-06,0.0,-0.3907576704717413
1770565169.222918,0.0,0.0,0.0,0.0,0.0,0.0,1.9028569650474214e-07,0.0,-0.010019427447420957,3.787650387922092e-07,0.0,-0.020038854894876057,5.654380268623951e-07,0.0,-0.030058282342364975,7.503046607152937e-07,0.0,-0.04007770978988739,9.333649403508992e-07,0.0,-0.05009713723744297,1.1146188657692053e-06,0.0,-0.06011656468503138,1.2940664369702066e-06,0.0,-0.07013599213265233,1.4717076539538967e-06,0.0,-0.08015541958030545,1.6475425167202702e-06,0.0,-0.09017484702799043,1.8215710252693214e-06,0.0,-0.10019427447570696,1.993793179601044e-06,0.0,-0.11021370192345468,2.1642089797154337e-06,0.0,-0.1202331293712333,2.332818425612484e-06,0.0,-0.1302525568190425,2.4996215172921897e-06,0.0,-0.14027198426688192,2.664618254754545e-06,0.0,-0.15029141171475124,2.8278086379995448e-06,0.0,-0.16031083916265015,2.989192667027184e-06,0.0,-0.17033026661057832,3.148770341837457e-06,0.0,-0.1803496940585354,3.306541662430359e-06,0.0,-0.19036912150652113,3.4625066288058847e-06,0.0,-0.20038854895453515,3.6166652409640287e-06,0.0,-0.21040797640257708,3.7690174989047866e-06,0.0,-0.22042740385064666,3.9195634026281534e-06,0.0,-0.23044683129874355,4.068302952134124e-06,0.0,-0.2404662587468674,4.215236147422693e-06,0.0,-0.25048568619501793,4.360362988493856e-06,0.0,-0.2605051136431948,4.503683475347609e-06,0.0,-0.2705245410913976,4.645197607983946e-06,0.0,-0.28054396853962615,4.784905386402863e-06,0.0,-0.29056339598787995,4.922806810604356e-06,0.0,-0.30058282343615883,5.05890188058842e-06,0.0,-0.3106022508844624,5.1931905963550515e-06,0.0,-0.32062167833279037,5.325672957904245e-06,0.0,-0.3306411057811424,5.456348965235996e-06,0.0,-0.34066053322951817,5.585218618350301e-06,0.0,-0.3506799606779173,5.712281917247156e-06,0.0,-0.36069938812633945,5.837538861926556e-06,0.0,-0.3707188155747844,5.960989452388497e-06,0.0,-0.3807382430232518,6.082633688632976e-06,0.0,-0.3907576704717413
1770565169.3146799,0.0,0.0,0.0,0.0,0.0,0.0,1.9028569650474214e-07,0.0,-0.010019427447420957,3.787650387922092e-07,0.0,-0.020038854894876057,5.654380268623951e-07,0.0,-0.030058282342364975,7.503046607152937e-07,0.0,-0.04007770978988739,9.333649403508992e-07,0.0,-0.05009713723744297,1.1146188657692053e-06,0.0,-0.06011656468503138,1.2940664369702066e-06,0.0,-0.07013599213265233,1.4717076539538967e-06,0.0,-0.08015541958030545,1.6475425167202702e-06,0.0,-0.09017484702799043,1.8215710252693214e-06,0.0,-0.10019427447570696,1.993793179601044e-06,0.0,-0.11021370192345468,2.1642089797154337e-06,0.0,-0.1202331293712333,2.332818425612484e-06,0.0,-0.1302525568190425,2.4996215172921897e-06,0.0,-0.14027198426688192,2.664618254754545e-06,0.0,-0.15029141171475124,2.8278086379995448e-06,0.0,-0.16031083916265015,2.989192667027184e-06,0.0,-0.17033026661057832,3.148770341837457e-06,0.0,-0.1803496940585354,3.306541662430359e-06,0.0,-0.19036912150652113,3.4625066288058847e-06,0.0,-0.20038854895453515,3.6166652409640287e-06,0.0,-0.21040797640257708,3.7690174989047866e-06,0.0,-0.22042740385064666,3.9195634026281534e-06,0.0,-0.23044683129874355,4.068302952134124e-06,0.0,-0.2404662587468674,4.215236147422693e-06,0.0,-0.25048568619501793,4.360362988493856e-06,0.0,-0.2605051136431948,4.503683475347609e-06,0.0,-0.2705245410913976,4.645197607983946e-06,0.0,-0.28054396853962615,4.784905386402863e-06,0.0,-0.29056339598787995,4.922806810604356e-06,0.0,-0.30058282343615883,5.05890188058842e-06,0.0,-0.3106022508844624,5.1931905963550515e-06,0.0,-0.32062167833279037,5.325672957904245e-06,0.0,-0.3306411057811424,5.456348965235996e-06,0.0,-0.34066053322951817,5.585218618350301e-06,0.0,-0.3506799606779173,5.712281917247156e-06,0.0,-0.36069938812633945,5.837538861926556e-06,0.0,-0.3707188155747844,5.960989452388497e-06,0.0,-0.3807382430232518,6.082633688632976e-06,0.0,-0.3907576704717413
1770565169.421179,0.0,0.0,0.0,0.0,0.0,0.0,1.9028569650474214e-07,0.0,-0.010019427447420957,3.787650387922092e-07,0.0,-0.020038854894876057,5.654380268623951e-07,0.0,-0.030058282342364975,7.503046607152937e-07,0.0,-0.04007770978988739,9.333649403508992e-07,0.0,-0.05009713723744297,1.1146188657692053e-06,0.0,-0.06011656468503138,1.2940664369702066e-06,0.0,-0.07013599213265233,1.4717076539538967e-06,0.0,-0.08015541958030545,1.6475425167202702e-06,0.0,-0.09017484702799043,1.8215710252693214e-06,0.0,-0.10019427447570696,1.993793179601044e-06,0.0,-0.11021370192345468,2.1642089797154337e-06,0.0,-0.1202331293712333,2.332818425612484e-06,0.0,-0.1302525568190425,2.4996215172921897e-06,0.0,-0.14027198426688192,2.664618254754545e-06,0.0,-0.15029141171475124,2.8278086379995448e-06,0.0,-0.16031083916265015,2.989192667027184e-06,0.0,-0.17033026661057832,3.148770341837457e-06,0.0,-0.1803496940585354,3.306541662430359e-06,0.0,-0.19036912150652113,3.4625066288058847e-06,0.0,-0.20038854895453515,3.6166652409640287e-06,0.0,-0.21040797640257708,3.7690174989047866e-06,0.0,-0.22042740385064666,3.9195634026281534e-06,0.0,-0.23044683129874355,4.068302952134124e-06,0.0,-0.2404662587468674,4.215236147422693e-06,0.0,-0.25048568619501793,4.360362988493856e-06,0.0,-0.2605051136431948,4.503683475347609e-06,0.0,-0.2705245410913976,4.645197607983946e-06,0.0,-0.28054396853962615,4.784905386402863e-06,0.0,-0.29056339598787995,4.922806810604356e-06,0.0,-0.30058282343615883,5.05890188058842e-06,0.0,-0.3106022508844624,5.1931905963550515e-06,0.0,-0.32062167833279037,5.325672957904245e-06,0.0,-0.3306411057811424,5.456348965235996e-06,0.0,-0.34066053322951817,5.585218618350301e-06,0.0,-0.3506799606779173,5.712281917247156e-06,0.0,-0.36069938812633945,5.837538861926556e-06,0.0,-0.3707188155747844,5.960989452388497e-06,0.0,-0.3807382430232518,6.082633688632976e-06,0.0,-0.3907576704717413
1770565169.81277,0.2858993411064148,0.31525692343711853,0.15557543828173445,0.0,0.0,0.0,1.9028569650474214e-07,0.0,-0.010019427447420957,3.787650387922092e-07,0.0,-0.020038854894876057,5.654380268623951e-07,0.0,-0.030058282342364975,7.503046607152937e-07,0.0,-0.04007770978988739,9.333649403508992e-07,0.0,-0.05009713723744297,1.1146188657692053e-06,0.0,-0.06011656468503138,1.2940664369702066e-06,0.0,-0.07013599213265233,1.4717076539538967e-06,0.0,-0.08015541958030545,1.6475425167202702e-06,0.0,-0.09017484702799043,1.8215710252693214e-06,0.0,-0.10019427447570696,1.993793179601044e-06,0.0,-0.11021370192345468,2.1642089797154337e-06,0.0,-0.1202331293712333,2.332818425612484e-06,0.0,-0.1302525568190425,2.4996215172921897e-06,0.0,-0.14027198426688192,2.664618254754545e-06,0.0,-0.15029141171475124,2.8278086379995448e-06,0.0,-0.16031083916265015,2.989192667027184e-06,0.0,-0.17033026661057832,3.148770341837457e-06,0.0,-0.1803496940585354,3.306541662430359e-06,0.0,-0.19036912150652113,3.4625066288058847e-06,0.0,-0.20038854895453515,3.6166652409640287e-06,0.0,-0.21040797640257708,3.7690174989047866e-06,0.0,-0.22042740385064666,3.9195634026281534e-06,0.0,-0.23044683129874355,4.068302952134124e-06,0.0,-0.2404662587468674,4.215236147422693e-06,0.0,-0.25048568619501793,4.360362988493856e-06,0.0,-0.2605051136431948,4.503683475347609e-06,0.0,-0.2705245410913976,4.645197607983946e-06,0.0,-0.28054396853962615,4.784905386402863e-06,0.0,-0.29056339598787995,4.922806810604356e-06,0.0,-0.30058282343615883,5.05890188058842e-06,0.0,-0.3106022508844624,5.1931905963550515e-06,0.0,-0.32062167833279037,5.325672957904245e-06,0.0,-0.3306411057811424,5.456348965235996e-06,0.0,-0.34066053322951817,5.585218618350301e-06,0.0,-0.3506799606779173,5.712281917247156e-06,0.0,-0.36069938812633945,5.837538861926556e-06,0.0,-0.3707188155747844,5.960989452388497e-06,0.0,-0.3807382430232518,6.082633688632976e-06,0.0,-0.3907576704717413
1770565169.8713562,0.41029590368270874,0.28692930936813354,0.0,0.0,0.0,0.0,1.9028569650474214e-07,0.0,-0.010019427447420957,3.787650387922092e-07,0.0,-0.020038854894876057,5.654380268623951e-07,0.0,-0.030058282342364975,7.503046607152937e-07,0.0,-0.04007770978988739,9.333649403508992e-07,0.0,-0.05009713723744297,1.1146188657692053e-06,0.0,-0.06011656468503138,1.2940664369702066e-06,0.0,-0.07013599213265233,1.4717076539538967e-06,0.0,-0.08015541958030545,1.6475425167202702e-06,0.0,-0.09017484702799043,1.8215710252693214e-06,0.0,-0.10019427447570696,1.993793179601044e-06,0.0,-0.11021370192345468,2.1642089797154337e-06,0.0,-0.1202331293712333,2.332818425612484e-06,0.0,-0.1302525568190425,2.4996215172921897e-06,0.0,-0.14027198426688192,2.664618254754545e-06,0.0,-0.15029141171475124,2.8278086379995448e-06,0.0,-0.16031083916265015,2.989192667027184e-06,0.0,-0.17033026661057832,3.148770341837457e-06,0.0,-0.1803496940585354,3.306541662430359e-06,0.0,-0.19036912150652113,3.4625066288058847e-06,0.0,-0.20038854895453515,3.6166652409640287e-06,0.0,-0.21040797640257708,3.7690174989047866e-06,0.0,-0.22042740385064666,3.9195634026281534e-06,0.0,-0.23044683129874355,4.068302952134124e-06,0.0,-0.2404662587468674,4.215236147422693e-06,0.0,-0.25048568619501793,4.360362988493856e-06,0.0,-0.2605051136431948,4.503683475347609e-06,0.0,-0.2705245410913976,4.645197607983946e-06,0.0,-0.28054396853962615,4.784905386402863e-06,0.0,-0.29056339598787995,4.922806810604356e-06,0.0,-0.30058282343615883,5.05890188058842e-06,0.0,-0.3106022508844624,5.1931905963550515e-06,0.0,-0.32062167833279037,5.325672957904245e-06,0.0,-0.3306411057811424,5.456348965235996e-06,0.0,-0.34066053322951817,5.585218618350301e-06,0.0,-0.3506799606779173,5.712281917247156e-06,0.0,-0.36069938812633945,5.837538861926556e-06,0.0,-0.3707188155747844,5.960989452388497e-06,0.0,-0.3807382430232518,6.082633688632976e-06,0.0,-0.3907576704717413
1770565169.8998668,0.6790945529937744,0.503021813929081,0.0,0.0,0.0,0.0,1.9028569650474214e-07,0.0,-0.010019427447420957,3.787650387922092e-07,0.0,-0.020038854894876057,5.654380268623951e-07,0.0,-0.030058282342364975,7.503046607152937e-07,0.0,-0.04007770978988739,9.333649403508992e-07,0.0,-0.05009713723744297,1.1146188657692053e-06,0.0,-0.06011656468503138,1.2940664369702066e-06,0.0,-0.07013599213265233,1.4717076539538967e-06,0.0,-0.08015541958030545,1.6475425167202702e-06,0.0,-0.09017484702799043,1.8215710252693214e-06,0.0,-0.10019427447570696,1.993793179601044e-06,0.0,-0.11021370192345468,2.1642089797154337e-06,0.0,-0.1202331293712333,2.332818425612484e-06,0.0,-0.1302525568190425,2.4996215172921897e-06,0.0,-0.14027198426688192,2.664618254754545e-06,0.0,-0.15029141171475124,2.8278086379995448e-06,0.0,-0.16031083916265015,2.989192667027184e-06,0.0,-0.17033026661057832,3.148770341837457e-06,0.0,-0.1803496940585354,3.306541662430359e-06,0.0,-0.19036912150652113,3.4625066288058847e-06,0.0,-0.20038854895453515,3.6166652409640287e-06,0.0,-0.21040797640257708,3.7690174989047866e-06,0.0,-0.22042740385064666,3.9195634026281534e-06,0.0,-0.23044683129874355,4.068302952134124e-06,0.0,-0.2404662587468674,4.215236147422693e-06,0.0,-0.25048568619501793,4.360362988493856e-06,0.0,-0.2605051136431948,4.503683475347609e-06,0.0,-0.2705245410913976,4.645197607983946e-06,0.0,-0.28054396853962615,4.784905386402863e-06,0.0,-0.29056339598787995,4.922806810604356e-06,0.0,-0.30058282343615883,5.05890188058842e-06,0.0,-0.3106022508844624,5.1931905963550515e-06,0.0,-0.32062167833279037,5.325672957904245e-06,0.0,-0.3306411057811424,5.456348965235996e-06,0.0,-0.34066053322951817,5.585218618350301e-06,0.0,-0.3506799606779173,5.712281917247156e-06,0.0,-0.36069938812633945,5.837538861926556e-06,0.0,-0.3707188155747844,5.960989452388497e-06,0.0,-0.3807382430232518,6.082633688632976e-06,0.0,-0.3907576704717413
1770565169.9988055,0.987708181142807,0.719966858625412,0.0,0.0,0.0,0.0,1.9028569650474214e-07,0.0,-0.010019427447420957,3.787650387922092e-07,0.0,-0.020038854894876057,5.654380268623951e-07,0.0,-0.030058282342364975,7.503046607152937e-07,0.0,-0.04007770978988739,9.333649403508992e-07,0.0,-0.05009713723744297,1.1146188657692053e-06,0.0,-0.06011656468503138,1.2940664369702066e-06,0.0,-0.07013599213265233,1.4717076539538967e-06,0.0,-0.08015541958030545,1.6475425167202702e-06,0.0,-0.09017484702799043,1.8215710252693214e-06,0.0,-0.10019427447570696,1.993793179601044e-06,0.0,-0.11021370192345468,2.1642089797154337e-06,0.0,-0.1202331293712333,2.332818425612484e-06,0.0,-0.1302525568190425,2.4996215172921897e-06,0.0,-0.14027198426688192,2.664618254754545e-06,0.0,-0.15029141171475124,2.8278086379995448e-06,0.0,-0.16031083916265015,2.989192667027184e-06,0.0,-0.17033026661057832,3.148770341837457e-06,0.0,-0.1803496940585354,3.306541662430359e-06,0.0,-0.19036912150652113,3.4625066288058847e-06,0.0,-0.20038854895453515,3.6166652409640287e-06,0.0,-0.21040797640257708,3.7690174989047866e-06,0.0,-0.22042740385064666,3.9195634026281534e-06,0.0,-0.23044683129874355,4.068302952134124e-06,0.0,-0.2404662587468674,4.215236147422693e-06,0.0,-0.25048568619501793,4.360362988493856e-06,0.0,-0.2605051136431948,4.503683475347609e-06,0.0,-0.2705245410913976,4.645197607983946e-06,0.0,-0.28054396853962615,4.784905386402863e-06,0.0,-0.29056339598787995,4.922806810604356e-06,0.0,-0.30058282343615883,5.05890188058842e-06,0.0,-0.3106022508844624,5.1931905963550515e-06,0.0,-0.32062167833279037,5.325672957904245e-06,0.0,-0.3306411057811424,5.456348965235996e-06,0.0,-0.34066053322951817,5.585218618350301e-06,0.0,-0.3506799606779173,5.712281917247156e-06,0.0,-0.36069938812633945,5.837538861926556e-06,0.0,-0.3707188155747844,5.960989452388497e-06,0.0,-0.3807382430232518,6.082633688632976e-06,0.0,-0.3907576704717413
